,Rdry_um,RH_%,wp_%,Rwet_um
248,1.2801129,80.0,25.4691462236212,2.3012274796359056
249,1.2801129,90.0,17.952167849327296,2.63370996072706
250,1.2801129,95.0,15.0,2.81740143392361
251,1.2801129,99.0,15.0,2.81740143392361
252,1.6128411,0.0,99.0,1.6128411
253,1.6128411,50.0,39.84258087455865,2.417371560163825
254,1.6128411,70.0,30.549615354778165,2.6968104526818073
255,1.6128411,80.0,25.4691462236212,2.899364782283033
256,1.6128411,90.0,17.952167849327296,3.3182664358276432
257,1.6128411,95.0,15.0,3.5497031768298974
258,1.6128411,99.0,15.0,3.5497031768298974
259,2.0320525,0.0,99.0,2.0320525
260,2.0320525,50.0,39.84258087455865,3.045697385972989
261,2.0320525,70.0,30.549615354778165,3.397768337127692
262,2.0320525,80.0,25.4691462236212,3.6529708067646536
263,2.0320525,90.0,17.952167849327296,4.180753830361622
264,2.0320525,95.0,15.0,4.472345858953579
265,2.0320525,99.0,15.0,4.472345858953579
266,2.5602257,0.0,99.0,2.5602257
267,2.5602257,50.0,39.84258087455865,3.837338219357456
268,2.5602257,70.0,30.549615354778165,4.280919818440018
269,2.5602257,80.0,25.4691462236212,4.602454779504271
270,2.5602257,90.0,17.952167849327296,5.267419715713677
271,2.5602257,95.0,15.0,5.634802647757146
272,2.5602257,99.0,15.0,5.634802647757146
273,3.2256823,0.0,99.0,3.2256823
274,3.2256823,50.0,39.84258087455865,4.834743270210459
275,3.2256823,70.0,30.549615354778165,5.393621072572303
276,3.2256823,80.0,25.4691462236212,5.798729744333605
277,3.2256823,90.0,17.952167849327296,6.63653307739573
278,3.2256823,95.0,15.0,7.099406573749868
279,3.2256823,99.0,15.0,7.099406573749868
